Patch,Champion,Percentile,Effective Winrate
V2.02,Furia,0.7,0.5281
V2.02,Furia,0.8,0.5435
V2.02,Furia,0.9,0.5586
V2.02,Furia,0.95,0.5773
V2.02,Koga,0.0,0.4245
V2.02,Koga,0.05,0.4425
V2.02,Koga,0.1,0.4586
V2.02,Koga,0.2,0.4734
V2.02,Koga,0.3,0.4850
V2.02,Koga,0.4,0.4958
V2.02,Koga,0.5,0.5060
V2.02,Koga,0.6,0.5169
V2.02,Koga,0.7,0.5294
V2.02,Koga,0.8,0.5484
V2.02,Koga,0.9,0.5698
V2.02,Koga,0.95,0.5902
V2.02,Dredge,0.0,0.4223
V2.02,Dredge,0.05,0.4382
V2.02,Dredge,0.1,0.4511
V2.02,Dredge,0.2,0.4645
V2.02,Dredge,0.3,0.4755
V2.02,Dredge,0.4,0.4854
V2.02,Dredge,0.5,0.4954
V2.02,Dredge,0.6,0.5075
V2.02,Dredge,0.7,0.5216
V2.02,Dredge,0.8,0.5379
V2.02,Dredge,0.9,0.5554
V2.02,Dredge,0.95,0.5751
V2.02,Imani,0.0,0.4281
V2.02,Imani,0.05,0.4452
V2.02,Imani,0.1,0.4576
V2.02,Imani,0.2,0.4683
V2.02,Imani,0.3,0.4776
V2.02,Imani,0.4,0.4870
V2.02,Imani,0.5,0.4967
V2.02,Imani,0.6,0.5066
V2.02,Imani,0.7,0.5179
V2.02,Imani,0.8,0.5351
V2.02,Imani,0.9,0.5565
V2.02,Imani,0.95,0.5826
V2.03,Pip,0.0,0.4334
V2.03,Pip,0.05,0.4529
V2.03,Pip,0.1,0.4681
V2.03,Pip,0.2,0.4839
V2.03,Pip,0.3,0.4967
V2.03,Pip,0.4,0.5102
V2.03,Pip,0.5,0.5231
V2.03,Pip,0.6,0.5347
V2.03,Pip,0.7,0.5484
V2.03,Pip,0.8,0.5644
V2.03,Pip,0.9,0.5797
V2.03,Pip,0.95,0.5983
V2.03,Skye,0.0,0.4191
V2.03,Skye,0.05,0.4371
V2.03,Skye,0.1,0.4521
V2.03,Skye,0.2,0.4662
V2.03,Skye,0.3,0.4788
V2.03,Skye,0.4,0.4894
V2.03,Skye,0.5,0.5006
V2.03,Skye,0.6,0.5120
V2.03,Skye,0.7,0.5243
V2.03,Skye,0.8,0.5404
V2.03,Skye,0.9,0.5584
V2.03,Skye,0.95,0.5773
V2.03,Fernando,0.0,0.4232
V2.03,Fernando,0.05,0.4433
V2.03,Fernando,0.1,0.4583
V2.03,Fernando,0.2,0.4727
V2.03,Fernando,0.3,0.4841
V2.03,Fernando,0.4,0.4940
V2.03,Fernando,0.5,0.5039
V2.03,Fernando,0.6,0.5143
V2.03,Fernando,0.7,0.5260
V2.03,Fernando,0.8,0.5394
V2.03,Fernando,0.9,0.5541
V2.03,Fernando,0.95,0.5718
V2.03,Barik,0.0,0.4172
V2.03,Barik,0.05,0.4352
V2.03,Barik,0.1,0.4479
V2.03,Barik,0.2,0.4606
V2.03,Barik,0.3,0.4723
V2.03,Barik,0.4,0.4829
V2.03,Barik,0.5,0.4940
V2.03,Barik,0.6,0.5056
V2.03,Barik,0.7,0.5191
V2.03,Barik,0.8,0.5345
V2.03,Barik,0.9,0.5509
V2.03,Barik,0.95,0.5733
V2.03,Cassie,0.0,0.4109
V2.03,Cassie,0.05,0.4313
V2.03,Cassie,0.1,0.4473
V2.03,Cassie,0.2,0.4626
V2.03,Cassie,0.3,0.4754
V2.03,Cassie,0.4,0.4879
V2.03,Cassie,0.5,0.4999
V2.03,Cassie,0.6,0.5127
V2.03,Cassie,0.7,0.5285
V2.03,Cassie,0.8,0.5469
V2.03,Cassie,0.9,0.5666
V2.03,Cassie,0.95,0.5951
V2.03,Grohk,0.0,0.4412
V2.03,Grohk,0.05,0.4615
V2.03,Grohk,0.1,0.4781
V2.03,Grohk,0.2,0.4966
V2.03,Grohk,0.3,0.5116
V2.03,Grohk,0.4,0.5243
V2.03,Grohk,0.5,0.5387
V2.03,Grohk,0.6,0.5521
V2.03,Grohk,0.7,0.5652
V2.03,Grohk,0.8,0.5803
V2.03,Grohk,0.9,0.5933
V2.03,Grohk,0.95,0.6066
V2.03,Evie,0.0,0.4126
V2.03,Evie,0.05,0.4304
V2.03,Evie,0.1,0.4479
V2.03,Evie,0.2,0.4646
V2.03,Evie,0.3,0.4779
V2.03,Evie,0.4,0.4921
V2.03,Evie,0.5,0.5066
V2.03,Evie,0.6,0.5208
V2.03,Evie,0.7,0.5367
V2.03,Evie,0.8,0.5579
V2.03,Evie,0.9,0.5792
V2.03,Evie,0.95,0.5988
V2.03,Buck,0.0,0.4169
V2.03,Buck,0.05,0.4357
V2.03,Buck,0.1,0.4511
V2.03,Buck,0.2,0.4670
V2.03,Buck,0.3,0.4827
V2.03,Buck,0.4,0.4944
V2.03,Buck,0.5,0.5065
V2.03,Buck,0.6,0.5158
V2.03,Buck,0.7,0.5287
V2.03,Buck,0.8,0.5474
V2.03,Buck,0.9,0.5645
V2.03,Buck,0.95,0.5870
V2.03,Ruckus,0.0,0.4081
V2.03,Ruckus,0.05,0.4273
V2.03,Ruckus,0.1,0.4411
V2.03,Ruckus,0.2,0.4543
V2.03,Ruckus,0.3,0.4653
V2.03,Ruckus,0.4,0.4762
V2.03,Ruckus,0.5,0.4865
V2.03,Ruckus,0.6,0.4975
V2.03,Ruckus,0.7,0.5098
V2.03,Ruckus,0.8,0.5251
V2.03,Ruckus,0.9,0.5439
V2.03,Ruckus,0.95,0.5667
V2.03,Androxus,0.0,0.4089
V2.03,Androxus,0.05,0.4297
V2.03,Androxus,0.1,0.4441
V2.03,Androxus,0.2,0.4586
V2.03,Androxus,0.3,0.4707
V2.03,Androxus,0.4,0.4841
V2.03,Androxus,0.5,0.4971
V2.03,Androxus,0.6,0.5100
V2.03,Androxus,0.7,0.5249
V2.03,Androxus,0.8,0.5406
V2.03,Androxus,0.9,0.5594
V2.03,Androxus,0.95,0.5853
V2.03,Kinessa,0.0,0.3937
V2.03,Kinessa,0.05,0.4122
V2.03,Kinessa,0.1,0.4275
V2.03,Kinessa,0.2,0.4416
V2.03,Kinessa,0.3,0.4536
V2.03,Kinessa,0.4,0.4653
V2.03,Kinessa,0.5,0.4799
V2.03,Kinessa,0.6,0.4915
V2.03,Kinessa,0.7,0.5085
V2.03,Kinessa,0.8,0.5271
V2.03,Kinessa,0.9,0.5503
V2.03,Kinessa,0.95,0.5916
V2.03,Grover,0.0,0.4401
V2.03,Grover,0.05,0.4600
V2.03,Grover,0.1,0.4771
V2.03,Grover,0.2,0.4930
V2.03,Grover,0.3,0.5065
V2.03,Grover,0.4,0.5187
V2.03,Grover,0.5,0.5312
V2.03,Grover,0.6,0.5447
V2.03,Grover,0.7,0.5582
V2.03,Grover,0.8,0.5738
V2.03,Grover,0.9,0.5879
V2.03,Grover,0.95,0.6057
V2.03,Ying,0.0,0.4234
V2.03,Ying,0.05,0.4417
V2.03,Ying,0.1,0.4577
V2.03,Ying,0.2,0.4713
V2.03,Ying,0.3,0.4827
V2.03,Ying,0.4,0.4932
V2.03,Ying,0.5,0.5039
V2.03,Ying,0.6,0.5154
V2.03,Ying,0.7,0.5279
V2.03,Ying,0.8,0.5429
V2.03,Ying,0.9,0.5587
V2.03,Ying,0.95,0.5769
V2.03,Drogoz,0.0,0.4253
V2.03,Drogoz,0.05,0.4457
V2.03,Drogoz,0.1,0.4644
V2.03,Drogoz,0.2,0.4827
V2.03,Drogoz,0.3,0.4970
V2.03,Drogoz,0.4,0.5096
V2.03,Drogoz,0.5,0.5215
V2.03,Drogoz,0.6,0.5336
V2.03,Drogoz,0.7,0.5474
V2.03,Drogoz,0.8,0.5632
V2.03,Drogoz,0.9,0.5793
V2.03,Drogoz,0.95,0.5951
V2.03,Bomb King,0.0,0.4268
V2.03,Bomb King,0.05,0.4488
V2.03,Bomb King,0.1,0.4670
V2.03,Bomb King,0.2,0.4850
V2.03,Bomb King,0.3,0.4999
V2.03,Bomb King,0.4,0.5131
V2.03,Bomb King,0.5,0.5255
V2.03,Bomb King,0.6,0.5377
V2.03,Bomb King,0.7,0.5517
V2.03,Bomb King,0.8,0.5677
V2.03,Bomb King,0.9,0.5842
V2.03,Bomb King,0.95,0.6059
V2.03,Viktor,0.0,0.4031
V2.03,Viktor,0.05,0.4232
V2.03,Viktor,0.1,0.4391
V2.03,Viktor,0.2,0.4526
V2.03,Viktor,0.3,0.4642
V2.03,Viktor,0.4,0.4756
V2.03,Viktor,0.5,0.4871
V2.03,Viktor,0.6,0.4981
V2.03,Viktor,0.7,0.5116
V2.03,Viktor,0.8,0.5293
V2.03,Viktor,0.9,0.5469
V2.03,Viktor,0.95,0.5694
V2.03,Makoa,0.0,0.4234
V2.03,Makoa,0.05,0.4425
V2.03,Makoa,0.1,0.4576
V2.03,Makoa,0.2,0.4720
V2.03,Makoa,0.3,0.4838
V2.03,Makoa,0.4,0.4944
V2.03,Makoa,0.5,0.5047
V2.03,Makoa,0.6,0.5154
V2.03,Makoa,0.7,0.5278
V2.03,Makoa,0.8,0.5437
V2.03,Makoa,0.9,0.5609
V2.03,Makoa,0.95,0.5799
V2.03,Mal'Damba,0.0,0.4060
V2.03,Mal'Damba,0.05,0.4244
V2.03,Mal'Damba,0.1,0.4385
V2.03,Mal'Damba,0.2,0.4517
V2.03,Mal'Damba,0.3,0.4624
V2.03,Mal'Damba,0.4,0.4723
V2.03,Mal'Damba,0.5,0.4828
V2.03,Mal'Damba,0.6,0.4938
V2.03,Mal'Damba,0.7,0.5058
V2.03,Mal'Damba,0.8,0.5214
V2.03,Mal'Damba,0.9,0.5376
V2.03,Mal'Damba,0.95,0.5590
V2.03,Sha Lin,0.0,0.3993
V2.03,Sha Lin,0.05,0.4208
V2.03,Sha Lin,0.1,0.4391
V2.03,Sha Lin,0.2,0.4541
V2.03,Sha Lin,0.3,0.4677
V2.03,Sha Lin,0.4,0.4788
V2.03,Sha Lin,0.5,0.4896
V2.03,Sha Lin,0.6,0.5018
V2.03,Sha Lin,0.7,0.5136
V2.03,Sha Lin,0.8,0.5301
V2.03,Sha Lin,0.9,0.5475
V2.03,Sha Lin,0.95,0.5700
V2.03,Tyra,0.0,0.4273
V2.03,Tyra,0.05,0.4459
V2.03,Tyra,0.1,0.4615
V2.03,Tyra,0.2,0.4753
V2.03,Tyra,0.3,0.4864
V2.03,Tyra,0.4,0.4965
V2.03,Tyra,0.5,0.5067
V2.03,Tyra,0.6,0.5169
V2.03,Tyra,0.7,0.5287
V2.03,Tyra,0.8,0.5439
V2.03,Tyra,0.9,0.5590
V2.03,Tyra,0.95,0.5763
V2.03,Torvald,0.0,0.4199
V2.03,Torvald,0.05,0.4401
V2.03,Torvald,0.1,0.4563
V2.03,Torvald,0.2,0.4711
V2.03,Torvald,0.3,0.4829
V2.03,Torvald,0.4,0.4942
V2.03,Torvald,0.5,0.5054
V2.03,Torvald,0.6,0.5163
V2.03,Torvald,0.7,0.5288
V2.03,Torvald,0.8,0.5444
V2.03,Torvald,0.9,0.5615
V2.03,Torvald,0.95,0.5799
V2.03,Maeve,0.0,0.4137
V2.03,Maeve,0.05,0.4312
V2.03,Maeve,0.1,0.4468
V2.03,Maeve,0.2,0.4618
V2.03,Maeve,0.3,0.4740
V2.03,Maeve,0.4,0.4854
V2.03,Maeve,0.5,0.4971
V2.03,Maeve,0.6,0.5096
V2.03,Maeve,0.7,0.5259
V2.03,Maeve,0.8,0.5467
V2.03,Maeve,0.9,0.5642
V2.03,Maeve,0.95,0.5842
V2.03,Inara,0.0,0.4316
V2.03,Inara,0.05,0.4510
V2.03,Inara,0.1,0.4670
V2.03,Inara,0.2,0.4815
V2.03,Inara,0.3,0.4928
V2.03,Inara,0.4,0.5029
V2.03,Inara,0.5,0.5123
V2.03,Inara,0.6,0.5219
V2.03,Inara,0.7,0.5324
V2.03,Inara,0.8,0.5453
V2.03,Inara,0.9,0.5587
V2.03,Inara,0.95,0.5743
V2.03,Lex,0.0,0.4164
V2.03,Lex,0.05,0.4370
V2.03,Lex,0.1,0.4510
V2.03,Lex,0.2,0.4646
V2.03,Lex,0.3,0.4755
V2.03,Lex,0.4,0.4862
V2.03,Lex,0.5,0.4978
V2.03,Lex,0.6,0.5104
V2.03,Lex,0.7,0.5250
V2.03,Lex,0.8,0.5422
V2.03,Lex,0.9,0.5595
V2.03,Lex,0.95,0.5784
V2.03,Seris,0.0,0.4090
V2.03,Seris,0.05,0.4260
V2.03,Seris,0.1,0.4394
V2.03,Seris,0.2,0.4519
V2.03,Seris,0.3,0.4625
V2.03,Seris,0.4,0.4714
V2.03,Seris,0.5,0.4802
V2.03,Seris,0.6,0.4895
V2.03,Seris,0.7,0.5001
V2.03,Seris,0.8,0.5140
V2.03,Seris,0.9,0.5297
V2.03,Seris,0.95,0.5489
V2.03,Willo,0.0,0.4179
V2.03,Willo,0.05,0.4406
V2.03,Willo,0.1,0.4576
V2.03,Willo,0.2,0.4725
V2.03,Willo,0.3,0.4852
V2.03,Willo,0.4,0.4972
V2.03,Willo,0.5,0.5091
V2.03,Willo,0.6,0.5204
V2.03,Willo,0.7,0.5336
V2.03,Willo,0.8,0.5500
V2.03,Willo,0.9,0.5668
V2.03,Willo,0.95,0.5868
V2.03,Ash,0.0,0.4242
V2.03,Ash,0.05,0.4420
V2.03,Ash,0.1,0.4564
V2.03,Ash,0.2,0.4699
V2.03,Ash,0.3,0.4806
V2.03,Ash,0.4,0.4905
V2.03,Ash,0.5,0.5001
V2.03,Ash,0.6,0.5100
V2.03,Ash,0.7,0.5213
V2.03,Ash,0.8,0.5361
V2.03,Ash,0.9,0.5526
V2.03,Ash,0.95,0.5727
V2.03,Lian,0.0,0.4069
V2.03,Lian,0.05,0.4257
V2.03,Lian,0.1,0.4411
V2.03,Lian,0.2,0.4562
V2.03,Lian,0.3,0.4688
V2.03,Lian,0.4,0.4801
V2.03,Lian,0.5,0.4915
V2.03,Lian,0.6,0.5039
V2.03,Lian,0.7,0.5177
V2.03,Lian,0.8,0.5377
V2.03,Lian,0.9,0.5589
V2.03,Lian,0.95,0.5880
V2.03,Zhin,0.0,0.4336
V2.03,Zhin,0.05,0.4531
V2.03,Zhin,0.1,0.4691
V2.03,Zhin,0.2,0.4842
V2.03,Zhin,0.3,0.4963
V2.03,Zhin,0.4,0.5073
V2.03,Zhin,0.5,0.5177
V2.03,Zhin,0.6,0.5282
V2.03,Zhin,0.7,0.5395
V2.03,Zhin,0.8,0.5531
V2.03,Zhin,0.9,0.5686
V2.03,Zhin,0.95,0.5878
V2.03,Jenos,0.0,0.4202
V2.03,Jenos,0.05,0.4410
V2.03,Jenos,0.1,0.4574
V2.03,Jenos,0.2,0.4726
V2.03,Jenos,0.3,0.4847
V2.03,Jenos,0.4,0.4958
V2.03,Jenos,0.5,0.5066
V2.03,Jenos,0.6,0.5177
V2.03,Jenos,0.7,0.5311
V2.03,Jenos,0.8,0.5464
V2.03,Jenos,0.9,0.5620
V2.03,Jenos,0.95,0.5839
V2.03,Strix,0.0,0.3982
V2.03,Strix,0.05,0.4156
V2.03,Strix,0.1,0.4319
V2.03,Strix,0.2,0.4474
V2.03,Strix,0.3,0.4597
V2.03,Strix,0.4,0.4704
V2.03,Strix,0.5,0.4811
V2.03,Strix,0.6,0.4915
V2.03,Strix,0.7,0.5054
V2.03,Strix,0.8,0.5250
V2.03,Strix,0.9,0.5489
V2.03,Strix,0.95,0.5733
V2.03,Talus,0.0,0.4199
V2.03,Talus,0.05,0.4405
V2.03,Talus,0.1,0.4577
V2.03,Talus,0.2,0.4737
V2.03,Talus,0.3,0.4856
V2.03,Talus,0.4,0.4980
V2.03,Talus,0.5,0.5103
V2.03,Talus,0.6,0.5222
V2.03,Talus,0.7,0.5371
V2.03,Talus,0.8,0.5521
V2.03,Talus,0.9,0.5697
V2.03,Talus,0.95,0.5869
V2.03,Terminus,0.0,0.4390
V2.03,Terminus,0.05,0.4590
V2.03,Terminus,0.1,0.4754
V2.03,Terminus,0.2,0.4901
V2.03,Terminus,0.3,0.5031
V2.03,Terminus,0.4,0.5144
V2.03,Terminus,0.5,0.5249
V2.03,Terminus,0.6,0.5353
V2.03,Terminus,0.7,0.5464
V2.03,Terminus,0.8,0.5593
V2.03,Terminus,0.9,0.5728
V2.03,Terminus,0.95,0.5876
V2.03,Khan,0.0,0.4186
V2.03,Khan,0.05,0.4368
V2.03,Khan,0.1,0.4521
V2.03,Khan,0.2,0.4660
V2.03,Khan,0.3,0.4771
V2.03,Khan,0.4,0.4877
V2.03,Khan,0.5,0.4981
V2.03,Khan,0.6,0.5091
V2.03,Khan,0.7,0.5213
V2.03,Khan,0.8,0.5363
V2.03,Khan,0.9,0.5527
V2.03,Khan,0.95,0.5736
V2.03,Vivian,0.0,0.4252
V2.03,Vivian,0.05,0.4448
V2.03,Vivian,0.1,0.4625
V2.03,Vivian,0.2,0.4771
V2.03,Vivian,0.3,0.4889
V2.03,Vivian,0.4,0.5006
V2.03,Vivian,0.5,0.5123
V2.03,Vivian,0.6,0.5249
V2.03,Vivian,0.7,0.5391
V2.03,Vivian,0.8,0.5556
V2.03,Vivian,0.9,0.5716
V2.03,Vivian,0.95,0.5864
V2.03,Moji,0.0,0.4181
V2.03,Moji,0.05,0.4371
V2.03,Moji,0.1,0.4521
V2.03,Moji,0.2,0.4662
V2.03,Moji,0.3,0.4809
V2.03,Moji,0.4,0.4939
V2.03,Moji,0.5,0.5063
V2.03,Moji,0.6,0.5174
V2.03,Moji,0.7,0.5311
V2.03,Moji,0.8,0.5471
V2.03,Moji,0.9,0.5663
V2.03,Moji,0.95,0.5890
V2.03,Furia,0.0,0.4248
V2.03,Furia,0.05,0.4430
V2.03,Furia,0.1,0.4585
V2.03,Furia,0.2,0.4727
V2.03,Furia,0.3,0.4841
V2.03,Furia,0.4,0.4943
V2.03,Furia,0.5,0.5044
V2.03,Furia,0.6,0.5153
V2.03,Furia,0.7,0.5285
V2.03,Furia,0.8,0.5442
V2.03,Furia,0.9,0.5601
V2.03,Furia,0.95,0.5790
V2.03,Koga,0.0,0.4179
V2.03,Koga,0.05,0.4337
V2.03,Koga,0.1,0.4454
V2.03,Koga,0.2,0.4600
V2.03,Koga,0.3,0.4720
V2.03,Koga,0.4,0.4832
V2.03,Koga,0.5,0.4938
V2.03,Koga,0.6,0.5061
V2.03,Koga,0.7,0.5178
V2.03,Koga,0.8,0.5342
V2.03,Koga,0.9,0.5513
V2.03,Koga,0.95,0.5716
V2.03,Dredge,0.0,0.4176
V2.03,Dredge,0.05,0.4344
V2.03,Dredge,0.1,0.4462
V2.03,Dredge,0.2,0.4587
V2.03,Dredge,0.3,0.4697
V2.03,Dredge,0.4,0.4799
V2.03,Dredge,0.5,0.4903
V2.03,Dredge,0.6,0.5017
V2.03,Dredge,0.7,0.5148
V2.03,Dredge,0.8,0.5318
V2.03,Dredge,0.9,0.5515
V2.03,Dredge,0.95,0.5759
V2.03,Imani,0.0,0.4293
V2.03,Imani,0.05,0.4460
V2.03,Imani,0.1,0.4605
V2.03,Imani,0.2,0.4734
V2.03,Imani,0.3,0.4842
V2.03,Imani,0.4,0.4943
V2.03,Imani,0.5,0.5044
V2.03,Imani,0.6,0.5159
V2.03,Imani,0.7,0.5283
V2.03,Imani,0.8,0.5457
V2.03,Imani,0.9,0.5678
V2.03,Imani,0.95,0.5917
V2.04,Pip,0.0,0.4359
V2.04,Pip,0.05,0.4543
V2.04,Pip,0.1,0.4714
V2.04,Pip,0.2,0.4869
V2.04,Pip,0.3,0.4996
V2.04,Pip,0.4,0.5125
V2.04,Pip,0.5,0.5243
V2.04,Pip,0.6,0.5354
V2.04,Pip,0.7,0.5484
V2.04,Pip,0.8,0.5629
V2.04,Pip,0.9,0.5769
V2.04,Pip,0.95,0.5912
V2.04,Skye,0.0,0.4200
V2.04,Skye,0.05,0.4377
V2.04,Skye,0.1,0.4525
V2.04,Skye,0.2,0.4667
V2.04,Skye,0.3,0.4783
V2.04,Skye,0.4,0.4890
V2.04,Skye,0.5,0.4991
V2.04,Skye,0.6,0.5090
V2.04,Skye,0.7,0.5208
V2.04,Skye,0.8,0.5374
V2.04,Skye,0.9,0.5548
V2.04,Skye,0.95,0.5754
V2.04,Fernando,0.0,0.4277
V2.04,Fernando,0.05,0.4468
V2.04,Fernando,0.1,0.4611
V2.04,Fernando,0.2,0.4743
V2.04,Fernando,0.3,0.4850
V2.04,Fernando,0.4,0.4950
V2.04,Fernando,0.5,0.5049
V2.04,Fernando,0.6,0.5152
V2.04,Fernando,0.7,0.5267
V2.04,Fernando,0.8,0.5402
V2.04,Fernando,0.9,0.5532
V2.04,Fernando,0.95,0.5705
V2.04,Barik,0.0,0.4230
V2.04,Barik,0.05,0.4394
V2.04,Barik,0.1,0.4531
V2.04,Barik,0.2,0.4668
V2.04,Barik,0.3,0.4782
V2.04,Barik,0.4,0.4890
V2.04,Barik,0.5,0.4997
V2.04,Barik,0.6,0.5110
V2.04,Barik,0.7,0.5244
V2.04,Barik,0.8,0.5401
V2.04,Barik,0.9,0.5576
V2.04,Barik,0.95,0.5798
V2.04,Cassie,0.0,0.4114
V2.04,Cassie,0.05,0.4319
V2.04,Cassie,0.1,0.4480
V2.04,Cassie,0.2,0.4626
V2.04,Cassie,0.3,0.4753
V2.04,Cassie,0.4,0.4868
V2.04,Cassie,0.5,0.4981
V2.04,Cassie,0.6,0.5097
V2.04,Cassie,0.7,0.5246
V2.04,Cassie,0.8,0.5431
V2.04,Cassie,0.9,0.5624
V2.04,Cassie,0.95,0.5867
V2.04,Grohk,0.0,0.4419
V2.04,Grohk,0.05,0.4605
V2.04,Grohk,0.1,0.4774
V2.04,Grohk,0.2,0.4942
V2.04,Grohk,0.3,0.5080
V2.04,Grohk,0.4,0.5202
V2.04,Grohk,0.5,0.5337
V2.04,Grohk,0.6,0.5468
V2.04,Grohk,0.7,0.5599
V2.04,Grohk,0.8,0.5749
V2.04,Grohk,0.9,0.5872
V2.04,Grohk,0.95,0.5998
V2.04,Evie,0.0,0.4163
V2.04,Evie,0.05,0.4357
V2.04,Evie,0.1,0.4525
V2.04,Evie,0.2,0.4669
V2.04,Evie,0.3,0.4801
V2.04,Evie,0.4,0.4932
V2.04,Evie,0.5,0.5058
V2.04,Evie,0.6,0.5204
V2.04,Evie,0.7,0.5370
V2.04,Evie,0.8,0.5546
V2.04,Evie,0.9,0.5744
V2.04,Evie,0.95,0.5935
V2.04,Buck,0.0,0.4203
V2.04,Buck,0.05,0.4376
V2.04,Buck,0.1,0.4503
V2.04,Buck,0.2,0.4652
V2.04,Buck,0.3,0.4789
V2.04,Buck,0.4,0.4901
V2.04,Buck,0.5,0.5033
V2.04,Buck,0.6,0.5145
V2.04,Buck,0.7,0.5275
V2.04,Buck,0.8,0.5427
V2.04,Buck,0.9,0.5649
V2.04,Buck,0.95,0.5822
V2.04,Ruckus,0.0,0.4073
V2.04,Ruckus,0.05,0.4262
V2.04,Ruckus,0.1,0.4403
V2.04,Ruckus,0.2,0.4535
V2.04,Ruckus,0.3,0.4636
V2.04,Ruckus,0.4,0.4737
V2.04,Ruckus,0.5,0.4839
V2.04,Ruckus,0.6,0.4948
V2.04,Ruckus,0.7,0.5068
V2.04,Ruckus,0.8,0.5218
V2.04,Ruckus,0.9,0.5392
V2.04,Ruckus,0.95,0.5597
V2.04,Androxus,0.0,0.4144
V2.04,Androxus,0.05,0.4346
V2.04,Androxus,0.1,0.4499
V2.04,Androxus,0.2,0.4643
V2.04,Androxus,0.3,0.4765
V2.04,Androxus,0.4,0.4882
V2.04,Androxus,0.5,0.5012
V2.04,Androxus,0.6,0.5140
V2.04,Androxus,0.7,0.5263
V2.04,Androxus,0.8,0.5420
V2.04,Androxus,0.9,0.5603
V2.04,Androxus,0.95,0.5845
V2.04,Kinessa,0.0,0.3969
V2.04,Kinessa,0.05,0.4140
V2.04,Kinessa,0.1,0.4304
V2.04,Kinessa,0.2,0.4423
V2.04,Kinessa,0.3,0.4528
V2.04,Kinessa,0.4,0.4633
V2.04,Kinessa,0.5,0.4748
V2.04,Kinessa,0.6,0.4874
V2.04,Kinessa,0.7,0.4986
V2.04,Kinessa,0.8,0.5165
V2.04,Kinessa,0.9,0.5436
V2.04,Kinessa,0.95,0.5849
V2.04,Grover,0.0,0.4388
V2.04,Grover,0.05,0.4584
V2.04,Grover,0.1,0.4753
V2.04,Grover,0.2,0.4910
V2.04,Grover,0.3,0.5037
V2.04,Grover,0.4,0.5152
V2.04,Grover,0.5,0.5264
V2.04,Grover,0.6,0.5381
V2.04,Grover,0.7,0.5507
V2.04,Grover,0.8,0.5654
V2.04,Grover,0.9,0.5798
V2.04,Grover,0.95,0.5957
V2.04,Ying,0.0,0.4271
V2.04,Ying,0.05,0.4446
V2.04,Ying,0.1,0.4591
V2.04,Ying,0.2,0.4730
V2.04,Ying,0.3,0.4838
V2.04,Ying,0.4,0.4941
V2.04,Ying,0.5,0.5047
V2.04,Ying,0.6,0.5153
V2.04,Ying,0.7,0.5279
V2.04,Ying,0.8,0.5422
V2.04,Ying,0.9,0.5581
V2.04,Ying,0.95,0.5760
V2.04,Drogoz,0.0,0.4298
V2.04,Drogoz,0.05,0.4484
V2.04,Drogoz,0.1,0.4657
V2.04,Drogoz,0.2,0.4823
V2.04,Drogoz,0.3,0.4979
V2.04,Drogoz,0.4,0.5105
V2.04,Drogoz,0.5,0.5229
V2.04,Drogoz,0.6,0.5353
V2.04,Drogoz,0.7,0.5483
V2.04,Drogoz,0.8,0.5640
V2.04,Drogoz,0.9,0.5787
V2.04,Drogoz,0.95,0.5946
V2.04,Bomb King,0.0,0.4335
V2.04,Bomb King,0.05,0.4536
V2.04,Bomb King,0.1,0.4708
V2.04,Bomb King,0.2,0.4874
V2.04,Bomb King,0.3,0.5015
V2.04,Bomb King,0.4,0.5137
V2.04,Bomb King,0.5,0.5258
V2.04,Bomb King,0.6,0.5375
V2.04,Bomb King,0.7,0.5502
V2.04,Bomb King,0.8,0.5666
V2.04,Bomb King,0.9,0.5822
V2.04,Bomb King,0.95,0.6022
V2.04,Viktor,0.0,0.4083
V2.04,Viktor,0.05,0.4271
V2.04,Viktor,0.1,0.4424
V2.04,Viktor,0.2,0.4555
V2.04,Viktor,0.3,0.4674
V2.04,Viktor,0.4,0.4781
V2.04,Viktor,0.5,0.4886
V2.04,Viktor,0.6,0.4997
V2.04,Viktor,0.7,0.5136
V2.04,Viktor,0.8,0.5305
V2.04,Viktor,0.9,0.5461
V2.04,Viktor,0.95,0.5647
V2.04,Makoa,0.0,0.4265
V2.04,Makoa,0.05,0.4447
V2.04,Makoa,0.1,0.4595
V2.04,Makoa,0.2,0.4734
V2.04,Makoa,0.3,0.4845
V2.04,Makoa,0.4,0.4952
V2.04,Makoa,0.5,0.5054
V2.04,Makoa,0.6,0.5158
V2.04,Makoa,0.7,0.5274
V2.04,Makoa,0.8,0.5426
V2.04,Makoa,0.9,0.5591
V2.04,Makoa,0.95,0.5779
V2.04,Mal'Damba,0.0,0.4119
V2.04,Mal'Damba,0.05,0.4285
V2.04,Mal'Damba,0.1,0.4418
V2.04,Mal'Damba,0.2,0.4548
V2.04,Mal'Damba,0.3,0.4647
V2.04,Mal'Damba,0.4,0.4740
V2.04,Mal'Damba,0.5,0.4840
V2.04,Mal'Damba,0.6,0.4945
V2.04,Mal'Damba,0.7,0.5058
V2.04,Mal'Damba,0.8,0.5203
V2.04,Mal'Damba,0.9,0.5367
V2.04,Mal'Damba,0.95,0.5573
V2.04,Sha Lin,0.0,0.4095
V2.04,Sha Lin,0.05,0.4293
V2.04,Sha Lin,0.1,0.4453
V2.04,Sha Lin,0.2,0.4593
V2.04,Sha Lin,0.3,0.4710
V2.04,Sha Lin,0.4,0.4825
V2.04,Sha Lin,0.5,0.4933
